Date,Amount
2021-12-20,74.57689603779421
2021-12-21,74.47363684935745
2021-12-22,49.41916706504316
2021-12-23,100.12283119147381
2021-12-24,99.96664885689378
2021-12-25,100.41289615027699
2021-12-26,99.97272292680184
2021-12-27,75.24757459014089
2021-12-28,50.06254042349765
2021-12-29,75.00607406990804
2021-12-30,125.1325890722983
